k_fraction,K,rank,rank_normalized,mean_eigenvalue,std_eigenvalue
0.125,16,1,0.0625,1.6478619354643016,0.09929334127603341
0.125,16,2,0.125,1.1256200486097552,0.04439895234351877
0.125,16,3,0.1875,1.0672842998839354,0.023210008265708806
0.125,16,4,0.25,1.030646405571441,0.01228278996264798
0.125,16,5,0.3125,1.0062719067064643,0.010568450394773056
0.125,16,6,0.375,0.9913611823444413,0.008569234439773823
0.125,16,7,0.4375,0.9778600666099925,0.009657942649026993
0.125,16,8,0.5,0.9650415171051461,0.009755890125251717
0.125,16,9,0.5625,0.9504639470902019,0.010197886874265276
0.125,16,10,0.625,0.9371683933438157,0.010538716455016507
0.125,16,11,0.6875,0.9230875465579554,0.01039238977607033
0.125,16,12,0.75,0.9098545949836612,0.011230200026391551
0.125,16,13,0.8125,0.8959994592386793,0.01362562737151528
0.125,16,14,0.875,0.8795265302921517,0.014403633100040482
0.125,16,15,0.9375,0.8611934349494638,0.015569863414348612
0.125,16,16,1.0,0.8307587312485922,0.024001028840477598
0.25,32,1,0.03125,2.3630269649327897,0.12804602415686658
0.25,32,2,0.0625,1.2691029800238927,0.05888056464219675
0.25,32,3,0.09375,1.1725419680616325,0.03480665201743705
0.25,32,4,0.125,1.1275027854370123,0.02611168534408517
0.25,32,5,0.15625,1.0909514154699846,0.018071779114815365
0.25,32,6,0.1875,1.0643506410941541,0.012210606751812668
0.25,32,7,0.21875,1.0447204559084284,0.009532438691373022
0.25,32,8,0.25,1.0283637656982707,0.009938041258978063
0.25,32,9,0.28125,1.0152430489173374,0.009240163322498638
0.25,32,10,0.3125,1.0046255016834587,0.006723748111245491
0.25,32,11,0.34375,0.994258023300885,0.006716005990445856
0.25,32,12,0.375,0.9842233172410169,0.007090898411694344
0.25,32,13,0.40625,0.9740112767807922,0.007419062608492692
0.25,32,14,0.4375,0.9651834059675776,0.0065406401157402675
0.25,32,15,0.46875,0.9563084090910954,0.007302587260603873
0.25,32,16,0.5,0.9476155523128469,0.006154823793411109
0.25,32,17,0.53125,0.9404760037826371,0.006633087884465216
0.25,32,18,0.5625,0.932111625264121,0.007436832106273231
0.25,32,19,0.59375,0.9241236568176866,0.007280126920300621
0.25,32,20,0.625,0.9151382763970556,0.006776035951256353
0.25,32,21,0.65625,0.906544402053677,0.00771632355942321
0.25,32,22,0.6875,0.8992183217597922,0.008547443348620802
0.25,32,23,0.71875,0.8906929000671643,0.0081750722310835
0.25,32,24,0.75,0.8829288626948244,0.008860337174032961
0.25,32,25,0.78125,0.873512678377289,0.008689072562930982
0.25,32,26,0.8125,0.8653857443576767,0.009109246561333748
0.25,32,27,0.84375,0.8573655562315284,0.00927992970706781
0.25,32,28,0.875,0.8484541623451253,0.009183006180110545
0.25,32,29,0.90625,0.838141641578994,0.009141899999239872
0.25,32,30,0.9375,0.8256927861227075,0.011751047735655258
0.25,32,31,0.96875,0.8129611362208772,0.011891342010329294
0.25,32,32,1.0,0.7852227340076635,0.03458823681515157
0.5,63,1,0.015873015873015872,3.712851096087596,0.13776390016296
0.5,63,2,0.031746031746031744,1.5198417606511752,0.05684074472656898
0.5,63,3,0.047619047619047616,1.3874949961024898,0.04395932299498616
0.5,63,4,0.06349206349206349,1.3066433155896524,0.032226048587257666
0.5,63,5,0.07936507936507936,1.2516833339223699,0.025292196350254946
0.5,63,6,0.09523809523809523,1.2104600014682685,0.02455501163631276
0.5,63,7,0.1111111111111111,1.1733445756628302,0.02001918672226825
0.5,63,8,0.12698412698412698,1.1429711454453229,0.013735621117003624
0.5,63,9,0.14285714285714285,1.122154078535768,0.013136746792523175
0.5,63,10,0.15873015873015872,1.1031704316536937,0.008898253446051572
0.5,63,11,0.1746031746031746,1.0882285023542542,0.009586632827801917
0.5,63,12,0.19047619047619047,1.0739738411837856,0.008741815582201138
0.5,63,13,0.20634920634920634,1.0607028256804287,0.0083290583191701
0.5,63,14,0.2222222222222222,1.0505201473882506,0.007397565376309549
0.5,63,15,0.23809523809523808,1.0399182551333759,0.006505711588578015
0.5,63,16,0.25396825396825395,1.0303502500695823,0.006024122683324156
0.5,63,17,0.2698412698412698,1.0220895142044464,0.006295811004898494
0.5,63,18,0.2857142857142857,1.0145798488749371,0.005663737068498984
0.5,63,19,0.30158730158730157,1.0075272449542956,0.0051290541304636755
0.5,63,20,0.31746031746031744,0.9999514625678982,0.0053804748459441165
0.5,63,21,0.3333333333333333,0.9927229457664564,0.004673406030649582
0.5,63,22,0.3492063492063492,0.9865117591935884,0.004737107413024919
0.5,63,23,0.36507936507936506,0.9797562658386489,0.004360654569810284
0.5,63,24,0.38095238095238093,0.9732732037302871,0.003915068345548268
0.5,63,25,0.3968253968253968,0.9669766451520335,0.004254126668760067
0.5,63,26,0.4126984126984127,0.9609249171835542,0.003976029607006334
0.5,63,27,0.42857142857142855,0.9557695395425104,0.004530897320835912
0.5,63,28,0.4444444444444444,0.9507903572072536,0.004093626199728831
0.5,63,29,0.4603174603174603,0.94525609680859,0.004401507935313077
0.5,63,30,0.47619047619047616,0.9397933156244668,0.004666559967371351
0.5,63,31,0.49206349206349204,0.9343093570050145,0.004717597065215925
0.5,63,32,0.5079365079365079,0.9288490326172811,0.004871043544630346
0.5,63,33,0.5238095238095238,0.9234924609632799,0.004282662866433413
0.5,63,34,0.5396825396825397,0.917908933272198,0.004524262720888061
0.5,63,35,0.5555555555555556,0.9128307305637674,0.0041045791305383
0.5,63,36,0.5714285714285714,0.9078504681783983,0.003969955175196438
0.5,63,37,0.5873015873015873,0.9028903143386238,0.0044721859087553245
0.5,63,38,0.6031746031746031,0.89788053502907,0.00395731552392878
0.5,63,39,0.6190476190476191,0.892913585995569,0.004571008265604418
0.5,63,40,0.6349206349206349,0.8879953180271669,0.005136829428405208
0.5,63,41,0.6507936507936508,0.8832575186102622,0.004635011203093048
0.5,63,42,0.6666666666666666,0.87866175835091,0.004713546220538044
0.5,63,43,0.6825396825396826,0.8737751031006826,0.004651259400027431
0.5,63,44,0.6984126984126984,0.8693329040917847,0.004798585429074574
0.5,63,45,0.7142857142857143,0.8638877410965826,0.005505497180513165
0.5,63,46,0.7301587301587301,0.8585952156634141,0.005452865651569596
0.5,63,47,0.746031746031746,0.8537679093004038,0.0049583055859770625
0.5,63,48,0.7619047619047619,0.8490765543450187,0.004850788910336213
0.5,63,49,0.7777777777777778,0.8439386919478131,0.005040493786651721
0.5,63,50,0.7936507936507936,0.8384399627830625,0.005393315504013105
0.5,63,51,0.8095238095238095,0.83303168472531,0.006019744795346945
0.5,63,52,0.8253968253968254,0.8279330863677997,0.006025153199751816
0.5,63,53,0.8412698412698413,0.8225414849329493,0.005557141609949105
0.5,63,54,0.8571428571428571,0.8174192418537604,0.005775507931276321
0.5,63,55,0.873015873015873,0.8117643541476405,0.005630100971892559
0.5,63,56,0.8888888888888888,0.806034416647676,0.006579835946721969
0.5,63,57,0.9047619047619048,0.7999019565842969,0.0065213255117266234
0.5,63,58,0.9206349206349206,0.792565118884823,0.006371293848424985
0.5,63,59,0.9365079365079365,0.7856634780060007,0.007338819438409922
0.5,63,60,0.9523809523809523,0.7769229242706931,0.008544969779969047
0.5,63,61,0.9682539682539683,0.76781252199751,0.010296752168451242
0.5,63,62,0.9841269841269841,0.752451680253768,0.016371747254336842
0.5,63,63,1.0,0.7160722824696525,0.03673738581633909
0.75,94,1,0.010638297872340425,5.0958947929053595,0.12920988409030476
0.75,94,2,0.02127659574468085,1.7812179354607642,0.05676164524237898
0.75,94,3,0.031914893617021274,1.5894577361227116,0.042164434700659864
0.75,94,4,0.0425531914893617,1.509201339968405,0.041432802078079485
0.75,94,5,0.05319148936170213,1.3985358979666733,0.022883761927046883
0.75,94,6,0.06382978723404255,1.3452699302611677,0.029091645975630336
0.75,94,7,0.07446808510638298,1.2992729576440853,0.02676752994166615
0.75,94,8,0.0851063829787234,1.258664335378674,0.020252624858055856
0.75,94,9,0.09574468085106383,1.2253551046323974,0.015089166453585608
0.75,94,10,0.10638297872340426,1.1988456836218564,0.01356805380563479
0.75,94,11,0.11702127659574468,1.1789234804345308,0.01200529064285788
0.75,94,12,0.1276595744680851,1.158775421899401,0.01315561107339861
0.75,94,13,0.13829787234042554,1.141928878725223,0.012117365723100855
0.75,94,14,0.14893617021276595,1.1257246267283092,0.00976141017020375
0.75,94,15,0.1595744680851064,1.1113099238113688,0.007119245659965036
0.75,94,16,0.1702127659574468,1.1003673742210602,0.00674934656086187
0.75,94,17,0.18085106382978725,1.0894510709691996,0.006062658428667506
0.75,94,18,0.19148936170212766,1.0791901912538997,0.006136950738263599
0.75,94,19,0.20212765957446807,1.0708203204086135,0.005943549388246546
0.75,94,20,0.2127659574468085,1.0607491074114133,0.005742560867198923
0.75,94,21,0.22340425531914893,1.0525776463832106,0.005325891971878816
0.75,94,22,0.23404255319148937,1.0453637637691235,0.005101496602081987
0.75,94,23,0.24468085106382978,1.0384092602674855,0.004478769814715371
0.75,94,24,0.2553191489361702,1.0317413978780525,0.004182294510204112
0.75,94,25,0.26595744680851063,1.0254914364260679,0.0036788224806916224
