spectrum,N,trace,mean_eigenvalue,alpha,r_squared,top1_fraction,top5_fraction,top10_fraction,participation_ratio,participation_ratio_over_N
full_normalized_covariance,126,125.99999999999999,0.9999999999999999,0.46873471102579817,0.9268623295899753,0.043274863165905814,0.11928476643422538,0.2041946348643078,87.35731658310932,0.6933120363738835
L2/3_normalized_covariance,60,69.24674635277981,1.1541124392129969,0.531700190894114,0.8445837526432567,0.052022383366177274,0.1825930478423754,0.32364506046751523,46.724722588381404,0.7787453764730234
