rank,rank_normalized,eigenvalue
1,0.007936507936507936,20.39339208935305
2,0.015873015873015872,5.540169959041679
3,0.023809523809523808,4.256278021166921
4,0.031746031746031744,3.3901692619793566
5,0.03968253968253968,3.0526023188307936
6,0.047619047619047616,2.8325056546073712
7,0.05555555555555555,2.352572195660236
8,0.06349206349206349,2.1616825878543557
9,0.07142857142857142,2.0053067521599646
10,0.07936507936507936,1.9244970636109366
11,0.0873015873015873,1.8327202432693588
12,0.09523809523809523,1.7132386108564266
13,0.10317460317460317,1.6525452551348705
14,0.1111111111111111,1.4581148466502019
15,0.11904761904761904,1.4187364224177708
16,0.12698412698412698,1.3909931516102367
17,0.1349206349206349,1.3214683947891932
18,0.14285714285714285,1.3080516633591626
19,0.15079365079365079,1.2763496372187855
20,0.15873015873015872,1.2218275142156712
21,0.16666666666666666,1.2135096313830327
22,0.1746031746031746,1.170392562260596
23,0.18253968253968253,1.1591359779885722
24,0.19047619047619047,1.1385492275328055
25,0.1984126984126984,1.1254761170567424
26,0.20634920634920634,1.103227929869071
27,0.21428571428571427,1.0951411786282579
28,0.2222222222222222,1.0850973771464398
29,0.23015873015873015,1.0712698609665556
30,0.23809523809523808,1.0564424871026394
31,0.24603174603174602,1.0528016371803046
32,0.25396825396825395,1.0419709959422045
33,0.2619047619047619,1.0399524713095594
34,0.2698412698412698,1.0339457264108471
35,0.2777777777777778,1.025606513461255
36,0.2857142857142857,1.0139282457233163
37,0.29365079365079366,1.0096482988474673
38,0.30158730158730157,1.0061581184762547
39,0.30952380952380953,0.9997259683062905
40,0.31746031746031744,0.9931513112395564
41,0.3253968253968254,0.9885017003641997
42,0.3333333333333333,0.9764628425049061
43,0.3412698412698413,0.964027066200696
44,0.3492063492063492,0.9577696933899894
45,0.35714285714285715,0.9518482595050554
46,0.36507936507936506,0.9344075876393773
47,0.373015873015873,0.9310437977759024
48,0.38095238095238093,0.9266723360049175
49,0.3888888888888889,0.9120766253603538
50,0.3968253968253968,0.9114672325267228
51,0.40476190476190477,0.8968628719668716
52,0.4126984126984127,0.8847366205848786
53,0.42063492063492064,0.8753742516101967
54,0.42857142857142855,0.865847115438431
55,0.4365079365079365,0.8538373787934422
56,0.4444444444444444,0.8456500813762441
57,0.4523809523809524,0.8328060399992971
58,0.4603174603174603,0.8297182766357784
59,0.46825396825396826,0.8235488900803289
60,0.47619047619047616,0.8054902873980895
61,0.48412698412698413,0.7874298794974953
62,0.49206349206349204,0.7733689221477383
63,0.5,0.7567346226471865
64,0.5079365079365079,0.743086993791737
65,0.5158730158730159,0.7276810163057409
66,0.5238095238095238,0.7045695098215435
67,0.5317460317460317,0.7027948887788706
68,0.5396825396825397,0.6879944245569393
69,0.5476190476190477,0.6654761752528392
70,0.5555555555555556,0.6520056554359694
71,0.5634920634920635,0.6430671004720816
72,0.5714285714285714,0.6076261556742822
73,0.5793650793650794,0.6037590733024362
74,0.5873015873015873,0.5925068513922187
75,0.5952380952380952,0.5844269785536875
76,0.6031746031746031,0.5755616228183965
77,0.6111111111111112,0.5654653444907884
78,0.6190476190476191,0.5525598133185343
79,0.626984126984127,0.5293310294600995
80,0.6349206349206349,0.5222180720370614
81,0.6428571428571429,0.5064880805411658
82,0.6507936507936508,0.49743680445600036
83,0.6587301587301587,0.4835932815540028
84,0.6666666666666666,0.47677218946373756
85,0.6746031746031746,0.4459322232019176
86,0.6825396825396826,0.43687743813412
87,0.6904761904761905,0.4252738614169054
88,0.6984126984126984,0.41433284688654914
89,0.7063492063492064,0.4063632058713148
90,0.7142857142857143,0.3998114933731355
91,0.7222222222222222,0.3822252237546327
92,0.7301587301587301,0.3743632171095254
93,0.7380952380952381,0.35712683223312086
94,0.746031746031746,0.3483945010846792
95,0.753968253968254,0.3226249744399377
96,0.7619047619047619,0.30381466097858784
97,0.7698412698412699,0.3006576565408495
98,0.7777777777777778,0.28167509758646314
99,0.7857142857142857,0.2728898784999231
100,0.7936507936507936,0.2571709990943949
101,0.8015873015873016,0.25052021265660585
102,0.8095238095238095,0.23114296075476415
103,0.8174603174603174,0.22814119626628415
104,0.8253968253968254,0.2104498789019386
105,0.8333333333333334,0.19951213975118867
106,0.8412698412698413,0.19285355899643083
107,0.8492063492063492,0.1883248893097994
108,0.8571428571428571,0.17688401402387188
109,0.8650793650793651,0.17249570814875761
110,0.873015873015873,0.1676847487750184
111,0.8809523809523809,0.1587865792695383
112,0.8888888888888888,0.14749931505462005
113,0.8968253968253969,0.14112824578889296
114,0.9047619047619048,0.1255613589131471
115,0.9126984126984127,0.11788035035654111
116,0.9206349206349206,0.1124544493174752
117,0.9285714285714286,0.1031776430476861
118,0.9365079365079365,0.09321317700677294
119,0.9444444444444444,0.08691206680684006
120,0.9523809523809523,0.07898312386950443
121,0.9603174603174603,0.06489203064519573
122,0.9682539682539683,0.05711766456155947
123,0.9761904761904762,0.04386278624253309
124,0.9841269841269841,0.0314830632338475
125,0.9920634920634921,0.02568585816443557
126,1.0,0.015362148386369772
