rank,rank_normalized,eigenvalue
1,0.007936507936507936,4.639842046320367
2,0.015873015873015872,4.56802346498725
3,0.023809523809523808,4.4498383111949
4,0.031746031746031744,4.142882616748919
5,0.03968253968253968,4.072269262493239
6,0.047619047619047616,3.8563239807504965
7,0.05555555555555555,3.67663295597245
8,0.06349206349206349,3.626204911671
9,0.07142857142857142,3.526803174826615
10,0.07936507936507936,3.326037848059073
11,0.0873015873015873,3.1794448648926554
12,0.09523809523809523,3.0730097972281305
13,0.10317460317460317,2.917439552873854
14,0.1111111111111111,2.799434501803936
15,0.11904761904761904,2.6973330748655258
16,0.12698412698412698,2.638876479053686
17,0.1349206349206349,2.576647954897447
18,0.14285714285714285,2.500693117818154
19,0.15079365079365079,2.496437996605219
20,0.15873015873015872,2.453005213268115
21,0.16666666666666666,2.347059883035329
22,0.1746031746031746,2.324146313235121
23,0.18253968253968253,2.2774244572852798
24,0.19047619047619047,2.2737414078402516
25,0.1984126984126984,2.250967280356944
26,0.20634920634920634,2.180543507323155
27,0.21428571428571427,2.094941465644507
28,0.2222222222222222,1.9971768071388258
29,0.23015873015873015,1.9485696120844438
30,0.23809523809523808,1.8438779582457565
31,0.24603174603174602,1.8028657014432803
32,0.25396825396825395,1.7413350868250663
33,0.2619047619047619,1.6303765827514012
34,0.2698412698412698,1.6016482933060352
35,0.2777777777777778,1.5844664644268787
36,0.2857142857142857,1.4960489197432016
37,0.29365079365079366,1.4779479486472475
38,0.30158730158730157,1.424447190497931
39,0.30952380952380953,1.4107304152912288
40,0.31746031746031744,1.389062795578116
41,0.3253968253968254,1.3326068294241888
42,0.3333333333333333,1.2607121436099793
43,0.3412698412698413,1.2054440340372448
44,0.3492063492063492,1.1824897391776563
45,0.35714285714285715,1.1192120357955913
46,0.36507936507936506,1.037610660330138
47,0.373015873015873,0.9794816955900157
48,0.38095238095238093,0.962740068967784
49,0.3888888888888889,0.9185838676556424
50,0.3968253968253968,0.8489951794176881
51,0.40476190476190477,0.7796474013985925
52,0.4126984126984127,0.737177270849994
53,0.42063492063492064,0.7045778629447801
54,0.42857142857142855,0.6100184087949744
55,0.4365079365079365,0.6014237785828374
56,0.4444444444444444,0.5652566812138125
57,0.4523809523809524,0.537194711079568
58,0.4603174603174603,0.5069174424492892
59,0.46825396825396826,0.47283563874164203
60,0.47619047619047616,0.42550597631335924
61,0.48412698412698413,0.4098728259107633
62,0.49206349206349204,0.38243129296833067
63,0.5,0.36268683085252806
64,0.5079365079365079,0.3485015225875343
65,0.5158730158730159,0.31566791795466825
66,0.5238095238095238,0.28903470054588215
67,0.5317460317460317,0.27799187318555113
68,0.5396825396825397,0.2580082451995228
69,0.5476190476190477,0.22662870655366357
70,0.5555555555555556,0.22067400439692927
71,0.5634920634920635,0.2159913009336122
72,0.5714285714285714,0.19378722374485804
73,0.5793650793650794,0.17481609952594807
74,0.5873015873015873,0.14176964930026723
75,0.5952380952380952,0.13583584079137068
76,0.6031746031746031,0.12704306290201722
77,0.6111111111111112,0.09712241278520568
78,0.6190476190476191,0.09584650909954359
79,0.626984126984127,0.08487245184296938
80,0.6349206349206349,0.0816581517981435
81,0.6428571428571429,0.07407354400697916
82,0.6507936507936508,0.06226369521429948
83,0.6587301587301587,0.05846333035397556
84,0.6666666666666666,0.0508889780943917
85,0.6746031746031746,0.03786722260966618
86,0.6825396825396826,0.03183859880518756
87,0.6904761904761905,0.027599044747246698
88,0.6984126984126984,0.023309529192083813
89,0.7063492063492064,0.01895826621185055
90,0.7142857142857143,0.01610683605306695
91,0.7222222222222222,0.013584982615733642
92,0.7301587301587301,0.009893098787421428
93,0.7380952380952381,0.009058755988534329
94,0.746031746031746,0.006985305199132415
95,0.753968253968254,0.00543717427003912
96,0.7619047619047619,0.0033483416545652517
97,0.7698412698412699,0.0024473807849314123
98,0.7777777777777778,0.0014524627897922883
99,0.7857142857142857,0.0008438432431307623
100,0.7936507936507936,0.0007806592121676911
101,0.8015873015873016,0.00039614881974882804
102,0.8095238095238095,0.00029714989619493757
103,0.8174603174603174,0.00027618926345015013
104,0.8253968253968254,0.00021380442072691674
105,0.8333333333333334,0.00014585312865957452
106,0.8412698412698413,0.00013780525233015055
107,0.8492063492063492,4.610833504355295e-05
108,0.8571428571428571,2.8795503050789553e-05
109,0.8650793650793651,2.060933581150755e-05
110,0.873015873015873,3.1600057874690586e-06
111,0.8809523809523809,1.353425112695318e-06
112,0.8888888888888888,6.419554746009521e-07
113,0.8968253968253969,6.095801937904906e-08
114,0.9047619047619048,3.5716185026567255e-09
115,0.9126984126984127,9.671478597279335e-12
116,0.9206349206349206,3.974084111707971e-17
117,0.9285714285714286,3.458635159378272e-17
118,0.9365079365079365,3.7267691298511694e-18
119,0.9444444444444444,1.3822119976636284e-19
120,0.9523809523809523,8.512223962388427e-21
121,0.9603174603174603,1.4572396262975362e-26
122,0.9682539682539683,-1.0203120276012722e-21
123,0.9761904761904762,-2.53281859631972e-21
124,0.9841269841269841,-5.319672429438417e-21
125,0.9920634920634921,-7.21589521754928e-21
126,1.0,-1.998135830230579e-19
